1612,5305924168894,-0.5480301,-0.74519295,-0.6211365
1612,5305973668894,0.0,0.0,0.0
1612,5306023168894,0.56730175,-0.600317,-0.5700038
1612,5306072668894,1.1851552,-0.0549016,-0.9641517
1612,5306122168894,1.3119216,-0.0549016,-1.0642865
1612,5306171668894,1.5409535,1.2734832,-1.0642865
1612,5306221168894,1.5409535,1.2734832,-1.0642865
1612,5306270668894,0.4586448,0.672674,-0.7180756
1612,5306320168894,0.13586968,0.089974366,0.34931937
1612,5306369668894,0.11989072,-0.20723441,0.5879333
1612,5306419168894,0.11989072,-0.3201282,0.5879333
1612,5306468668894,-0.12728818,-0.3765872,0.45370996
1612,5306518168894,0.41067037,-0.4191978,0.43986154
1612,5306567668894,0.6780517,-0.4191978,0.24385287
1612,5306617168894,0.6897696,-0.4191978,0.16928436
1612,5306666668894,0.6897696,-0.23597232,0.15117487
1612,5306716168894,0.8857783,0.005842709,0.15117487
1612,5306765668894,0.8857783,0.06549752,0.16182752
1612,5306815284874,0.8857783,0.20717768,0.16182752
1612,5306864900854,0.99443525,0.4010558,-0.23977718
1612,5306914516834,0.99443525,0.60986227,-0.23977718
1612,5306964132814,0.99443525,0.60986227,-0.23977718
1612,5307013748794,1.1616589,0.5054664,-0.3953087
1612,5307063364774,1.1616589,0.5054664,-0.3953087
1612,5307112980754,0.41597378,0.5842959,-0.2973044
1612,5307162596734,0.41597378,0.5842959,-0.0842515
1612,5307212212714,0.94434494,-0.014382668,-0.2973044
1612,5307261828694,0.94434494,-0.014382668,-0.64351535
1612,5307311444674,-2.282341,0.70360553,-0.64351535
1612,5307361060654,-2.282341,0.70360553,-0.43578875
1612,5307410676634,-1.4343905,0.5544685,-0.20569164
1612,5307460292614,-1.4343905,-0.43409684,0.9394676
1612,5307509908594,-2.681818,-0.43409684,0.99166507
1612,5307559524574,-2.681818,-0.55127406,1.043863
1612,5307609140554,-2.681818,-0.55127406,1.043863
1612,5307658756534,-2.3132367,-0.55127406,1.0374714
1612,5307708372514,-1.6634253,-0.09001458,0.9181618
1612,5307757988494,-1.0764647,-0.09001458,0.46116337
1612,5307807604474,0.2668338,-0.14860412,0.32694003
1612,5307857288814,-0.95928556,-0.22530316,0.32694003
1612,5307906973154,-0.95928556,-0.22530316,0.6678247
1612,5307956657494,-0.95928556,0.07190561,0.6678247
1612,5308006341834,0.4894741,0.41917995,0.512296
1612,5308056026174,0.9613892,0.54168534,-0.1460371
1612,5308105710514,1.6026783,0.54168534,-0.524206
1612,5308155394854,1.7134658,0.60560125,-0.524206
1612,5308205079194,1.6026783,0.60560125,-0.524206
1612,5308254763534,1.685769,0.24341132,-0.74684626
1612,5308304447874,1.2234442,0.24341132,-0.74684626
1612,5308354132214,1.685769,0.5001401,-0.5146186
1612,5308403816554,1.3981476,0.5001401,-0.5146186
1612,5308453500894,2.0074787,0.3701778,-0.63605875
1612,5308503185234,1.3981476,0.36698198,-0.637124
1612,5308552869574,0.12835237,-0.4330316,-0.63605875
1612,5308602553914,-2.1907456,-0.68335754,0.38978878
1612,5308652238254,-2.1907456,-0.68335754,0.46861833
1612,5308701922594,-1.4173636,-0.30838448,0.51016366
1612,5308751606934,-0.726007,-0.30838448,0.51016366
1612,5308801291274,-0.726007,-0.86551774,0.11282002
1612,5308851020254,-1.2927277,-0.86551774,-0.16734453
1612,5308900749234,-1.2927277,-0.55552584,-0.7820021
1612,5308950478214,2.371782,-0.08041788,-1.1985205
1612,5309000207194,4.687667,0.21039931,-1.1985205
1612,5309049936174,4.687667,0.6833767,-0.18651928
1612,5309099665154,4.0740747,0.6833767,-0.1503003
1612,5309149394134,1.9296945,-0.41171324,0.04251204
1612,5309199123114,1.9296945,-0.51078284,0.27793548
1612,5309248852094,1.7368817,-0.51078284,0.28858814
1612,5309298581074,1.552591,-0.47243333,0.27793548
1612,5309348310054,1.4971972,-0.47243333,-0.23232618
1612,5309398039034,0.10489659,-0.6407451,-0.23232618
1612,5309447768014,-1.8083184,-0.83142745,-0.22380407
1612,5309497496994,-3.640573,-0.6567241,0.3066976
1612,5309547225974,-3.640573,-0.6567241,0.5730137
1612,5309596954954,-2.6019404,0.19442222,0.739195
1612,5309646683934,-2.0139143,0.4980226,0.8563741
1612,5309696412914,-1.8573005,0.92944163,0.8563741
1612,5309746141894,1.4876298,0.92944163,0.79033035
1612,5309795870874,2.3536897,0.5565991,0.79033035
1612,5309845599854,2.3536897,0.33928514,1.01084
1612,5309895352974,1.6676595,0.33928514,1.244133
1612,5309945106094,1.6676595,0.13688488,1.41351
1612,5309994859214,1.7560765,0.2199755,1.41351
1612,5310044612334,1.7560765,0.2199755,0.90644413
1612,5310094365454,-0.48737046,0.51292324,0.33333188
1612,5310144118574,-1.0040237,0.51292324,-0.16521186
1612,5310193871694,-1.1968366,0.45539895,-0.78945684
1612,5310243624814,-1.3758082,-0.31158665,-0.8341987
1612,5310293377934,-1.3758082,-0.31158665,-0.9897273
1612,5310343131054,1.1904138,-0.60773015,-0.9897273
1612,5310392884174,1.1904138,-0.6098607,-0.9897273
1612,5310442637294,0.8676387,-0.8474147,-1.1527128
1612,5310492390414,0.8676387,-0.7824335,-0.9013104
1612,5310542143534,3.1217382,-0.7824335,0.1415835
1612,5310591896654,3.1217382,1.3725964,1.2739596
1612,5310641649774,0.20504422,2.91723,2.4031398
1612,5310691402894,-2.9651828,2.91723,2.4031398
1612,5310741156014,-3.4701424,2.1832626,1.9312277
1612,5310790909134,-3.4701424,1.4908565,0.12666634
1612,5310840662254,-0.5641009,-0.5544512,-1.5617778
1612,5310890430894,3.4370322,-0.6279545,-1.6938705
1612,5310940199534,3.4370322,-0.6279545,-1.6938705
1612,5310989968174,-2.01073,-0.08573488,-1.4893398
1612,5311039736814,-2.01073,-0.06016853,-1.4893398
